,avg_hrcrx_max_byt,count_hrcrx_max_byt,max_hrcrx_max_byt,max_hrcrx_std_byt,min_hrcrx_max_byt,min_hrcrx_std_byt,percentile_10_hrcrx_max_byt,percentile_20_hrcrx_max_byt,percentile_25_hrcrx_max_byt,percentile_25_hrcrx_std_byt,percentile_30_hrcrx_max_byt,percentile_40_hrcrx_max_byt,percentile_50_hrcrx_max_byt,percentile_50_hrcrx_std_byt,percentile_60_hrcrx_max_byt,percentile_70_hrcrx_max_byt,percentile_75_hrcrx_max_byt,percentile_75_hrcrx_std_byt,percentile_80_hrcrx_max_byt,percentile_85_hrcrx_max_byt,percentile_90_hrcrx_max_byt,percentile_95_hrcrx_max_byt,percentile_98_hrcrx_max_byt,std_hrcrx_max_byt
2017-07-06 06:00:00+00:00,782.6640625,768,6962,315.2230113,64,2.022845521,64,64,90,4.298546731,154,197,233,9.828855478,356,450,450,16.12823103,486,486,1317,6601,6759,1690.800184
2017-07-06 06:15:00+00:00,737.8972081,788,24033,926.8502434,64,2.022845521,64,64,94,3.777535572,154,179,213,9.576909261,356,450,450,17.10162144,486,486,1115,6594,6858,1777.475909
2017-07-06 06:30:00+00:00,670.6878238,772,6942,317.4751649,64,2.022845521,64,64,94,4.33962026,154,179,205,9.576909261,316,382,450,15.68550299,486,486,834,6657,6777,1537.514822
2017-07-06 06:45:00+00:00,830.7361111,792,21252,745.3718422,64,2.022845521,64,70,136,4.867472034,156,179,231,9.990757679,377,450,486,18.22466801,486,600,1495,6549,6714,1875.83937
2017-07-06 07:00:00+00:00,824.7222222,774,21014,819.7308881,64,2.022845521,64,64,96,4.658808431,156,179,205,9.828855478,356,450,486,17.20481979,486,670,1495,6329,6561,1817.234954
2017-07-06 07:15:00+00:00,610.6962677,777,7128,316.9727312,64,2.022845521,64,64,101,4.739458197,154,179,205,8.348874834,303,382,450,15.86770796,498,498,670,3518,6954,1441.812542
2017-07-06 07:30:00+00:00,696.9885642,787,21676,833.8743337,64,2.022845521,64,64,133,4.748894608,154,179,205,9.069794044,303,382,450,16.60799807,498,498,852,4986,7079,1696.000458
2017-07-06 07:45:00+00:00,640.4258065,775,7470,331.67663,64,2.022845521,64,64,64,2.859303412,154,178,205,8.527232611,303,382,450,16.65945929,498,498,720,3518,7157,1502.376743
2017-07-06 08:00:00+00:00,720.4853129,783,22481,895.4688396,64,2.022845521,64,64,132,4.867472034,154,179,205,9.071854496,303,382,450,17.66084754,498,498,1091,6393,7238,1753.574622
2017-07-06 08:15:00+00:00,747.4860759,790,7196,321.7215037,64,2.022845521,64,64,140,4.867472034,156,179,205,8.313428895,303,382,403,17.92924915,498,498,1147,6548,6924,1661.932896
2017-07-06 08:30:00+00:00,769.0639098,798,15180,905.963871,64,2.022845521,64,64,101,4.856705056,156,179,205,9.077096397,303,382,440,19.44597724,498,498,1483,6432,6753,1703.600515
2017-07-06 08:45:00+00:00,766.0469543,788,7422,325.1206546,64,2.022845521,64,64,154,4.930685956,163,179,208,9.087127104,303,382,440,17.13890285,498,498,1090,6813,7074,1725.535563
2017-07-06 09:00:00+00:00,744.326087,782,9108,528.0027884,64,2.022845521,64,64,128,4.867472034,156,179,205,9.092737981,346,382,450,18.27019113,498,522,1118,6796,7345,1678.923725
2017-07-06 09:15:00+00:00,711.8313878,771,21936,890.6956488,64,2.022845521,64,64,90,4.030443648,154,179,205,8.794686976,303,382,450,18.3920787,498,498,1005,6751,7115,1737.433432
2017-07-06 09:30:00+00:00,641.8302872,766,7173,323.365741,64,2.022845521,64,64,101,4.33962026,154,170,201,8.287697871,303,382,450,16.03788562,498,498,766,6057,6864,1484.524817
2017-07-06 09:45:00+00:00,753.5321564,793,25806,967.8642793,64,2.022845521,64,64,136,4.867472034,156,179,213,9.588609075,338,390,450,16.69577716,498,498,1091,6338,6666,1801.945234
2017-07-06 10:00:00+00:00,745.9710692,795,6821,312.4393524,64,2.022845521,64,64,140,4.867472034,156,191,217,9.603728443,356,450,450,16.87734455,498,498,1091,6556,6725,1622.821885
2017-07-06 10:15:00+00:00,813.5359395,793,25551,920.9919818,64,2.022845521,64,64,99,4.199601886,154,170,205,9.148151234,346,450,450,17.3397203,498,542,1495,6553,6741,1891.717992
2017-07-06 10:30:00+00:00,755.9501279,782,7207,316.5809201,64,2.022845521,64,64,154,4.867472034,163,201,231,10.03204785,358,450,450,15.86770796,498,498,1091,6535,6858,1640.172806
2017-07-06 10:45:00+00:00,834.2442748,786,18216,802.5601771,64,2.022845521,64,94,154,5.246755569,166,201,277,11.66119102,382,450,498,16.96809945,498,670,1444,6712,7082,1819.499651
2017-07-06 11:00:00+00:00,829.6927083,768,7277,246.2796167,64,2.022845521,64,64,154,4.867472034,163,201,280,10.91535794,377,450,498,17.18101638,498,670,1495,6671,7075,1742.366046
2017-07-06 11:15:00+00:00,840.459799,796,24288,917.1857361,64,2.022845521,64,84,154,4.930685956,163,187,220,10.03204785,377,450,498,17.13291309,498,550,1404,6673,7100,1918.254383
2017-07-06 11:30:00+00:00,848.5769231,780,25806,957.3831583,64,2.022845521,64,64,154,4.867472034,156,201,303,11.31529213,382,450,498,16.96809945,498,670,1440,6627,7168,1945.541564
2017-07-06 11:45:00+00:00,820.8455598,777,7412,324.9328418,64,2.022845521,64,64,154,4.930685956,163,192,246,10.75612272,377,450,462,16.12823103,486,498,1146,6832,7283,1795.20425
2017-07-06 12:00:00+00:00,840.0567465,793,20972,880.8530981,64,2.022845521,64,94,154,4.978828778,163,201,303,11.58198878,382,450,486,16.7824191,486,514,1473,6970,7361,1881.362585
2017-07-06 12:15:00+00:00,822.881201,766,7141,235.9561901,64,2.022845521,64,64,136,4.867472034,156,198,220,10.03204785,377,450,450,16.42916967,486,486,1424,6716,6985,1763.871059
2017-07-06 12:30:00+00:00,860.8075949,790,27920,1792.736784,64,2.022845521,64,70,154,4.942392538,163,201,303,11.41004189,382,450,486,16.47844349,486,670,1424,6665,6812,2022.32318
2017-07-06 12:45:00+00:00,742.0737913,786,7184,322.1528189,64,2.022845521,64,64,154,4.867472034,163,179,217,10.00129172,377,450,450,16.30389831,498,498,1090,6442,6761,1613.462016
2017-07-06 13:00:00+00:00,703.5225564,798,19734,855.1404769,64,2.022845521,64,89,154,5.246755569,163,201,257,10.52287865,381,450,450,16.47103203,498,498,999,4306,7186,1695.14838
2017-07-06 13:15:00+00:00,808.5962264,795,7644,340.7510673,64,2.022845521,64,64,154,4.867472034,156,197,217,9.576909261,358,450,450,16.24511927,498,498,1146,7124,7350,1822.456537
2017-07-06 13:30:00+00:00,884.7683544,790,25077,937.7820238,64,2.022845521,64,96,154,5.246755569,163,201,277,11.09131264,382,450,463,17.07393792,498,634,1277,7106,7367,2139.832276
2017-07-06 13:45:00+00:00,872.1053952,797,27920,1204.719901,64,2.022845521,64,64,154,4.867472034,156,179,277,10.0766937,382,450,486,16.48950587,486,486,1147,6767,7378,2113.301034
2017-07-06 14:00:00+00:00,810.4097744,798,7595,331.1088528,64,2.022845521,64,84,154,4.942392538,156,194,220,10.20639598,382,462,486,16.61332766,486,589,1497,6664,7437,1744.816691
2017-07-06 14:15:00+00:00,2690.575505,841,33396,1561.334218,64,2.022845521,64,156,170,8.032179032,201,358,474,17.42383353,657,3036,4449,228.637753,4682,6280,7325,10626,15412,4676.47134
2017-07-06 14:30:00+00:00,2270.31518,863,33548,3618.944116,64,2.022845521,70,154,170,7.554063741,187,303,442,15.74026671,486,786,1540,59.34564446,2667,4841,7422,10951,21252,4900.957333
2017-07-06 14:45:00+00:00,2530.549539,868,38688,14265.58505,64,2.022845521,104,156,181,8.025695671,203,346,462,16.52468671,486,1146,1855,68.66178265,3539,5776,7572,11718,24868,5391.172274
2017-07-06 15:00:00+00:00,2535.447164,899,32581,2312.490997,64,2.022845521,171,239,277,21.57011674,346,462,522,30.73653134,792,1791,3046,123.0436867,4350,6229,7590,10626,16368,4344.286211
2017-07-06 15:15:00+00:00,1314.156667,900,32736,2397.617649,171,17.47809987,171,201,235,20.92514048,253,382,471,26.33544349,522,561,766,42.05094035,1230,1800,3923,7139,7535,2724.073861
2017-07-06 15:30:00+00:00,2816.982202,899,33396,3932.066957,70,2.996338432,171,241,303,20.61183444,356,462,538,29.00147196,768,1705,2848,113.0325046,4553,7097,7828,13392,22486,5095.077203
2017-07-06 15:45:00+00:00,7656.35906,894,34914,13130.20398,64,2.022845521,200,382,462,20.36540397,534,748,1504,64.32042223,4270,7252,7826,384.1920498,13548,24288,32146,33124,33764,11180.80308
2017-07-06 16:00:00+00:00,3924.415556,900,38118,9029.418409,128,6.960738754,326,479,545,27.19367507,654,742,1004,44.05116769,1473,3036,4306,163.5629511,5788,7735,9928,18216,31884,6773.419013
2017-07-06 16:15:00+00:00,7523.871111,900,35776,14079.53646,64,2.212487288,287,510,572,28.24871332,700,999,1718,69.55147374,4022,7590,8702,475.7166551,13328,19929,30360,33396,33616,10634.05933
2017-07-06 16:30:00+00:00,8742.761111,900,34914,10841.81792,70,3.828302496,299,486,546,42.20804851,762,1586,4220,172.2952879,7446,10798,13906,788.3469266,17080,21997,27324,32516,33396,10348.31734
2017-07-06 16:45:00+00:00,9625.464444,900,34914,10193.97368,70,2.212487288,339,615,873,38.54796783,1060,2733,4725,213.0326836,7977,12512,16440,908.1478727,19734,24288,29760,31942,33396,10726.94125
2017-07-06 17:00:00+00:00,7950.959956,899,40986,12527.54098,78,4.52140863,279,539,595,32.64532775,730,1789,4244,183.1524137,6072,9380,11330,650.2838288,15180,18060,24288,31878,33396,9655.758478
2017-07-06 17:15:00+00:00,6566.337778,900,34506,12034.49091,64,2.859303412,221,455,560,30.81380468,716,1443,3347,132.7202568,4528,6424,8343,402.6791852,9991,15180,21252,28842,33296,8738.342366
2017-07-06 17:30:00+00:00,4968.606667,900,34914,10301.55343,171,18.91267276,253,452,546,34.22392754,594,987,1919,87.57275133,3861,4993,6796,277.9808454,7803,9429,11043,22477,32025,7112.65173
2017-07-06 17:45:00+00:00,7841.378889,900,35136,10441.18229,171,18.50327063,347,562,663,37.94986693,829,1473,3173,126.6765635,4882,7972,9158,425.4169609,13960,20878,29397,32518,33434,10352.81662
2017-07-06 18:00:00+00:00,9889.48,900,48576,15026.66932,171,17.97482807,486,868,1146,58.94027482,1613,3791,4979,223.3538649,7723,10731,14153,791.2162264,19734,25483,31987,33110,33504,11075.22161
2017-07-06 18:15:00+00:00,11886.67111,900,47122,14631.61607,120,6.384157814,630,1060,1440,67.182037,2395,4378,7589,339.4189063,10644,16183,20603,1096.112746,24492,30420,31878,33396,33764,11716.37139
2017-07-06 18:30:00+00:00,4930.46,900,40986,11355.73013,86,6.538300697,498,635,648,63.57080549,785,1082,1849,91.61440733,3626,4731,6072,273.0900055,7434,9161,11904,19344,32132,7044.865731
2017-07-06 18:45:00+00:00,3809.125556,900,34914,12674.12014,246,37.85204882,470,635,646,64.70570596,736,985,1270,81.28107636,2303,4299,4652,212.3726636,5998,8214,9867,14880,20860,5388.299324
2017-07-06 19:00:00+00:00,2771.186667,900,33504,3759.238176,70,4.603248853,336,501,558,45.83790117,635,760,985,59.93134998,1473,2312,3513,135.7886963,4363,5055,8502,10343,14880,4324.997784
2017-07-06 19:15:00+00:00,7523.353333,900,37950,13072.84728,124,5.490424301,380,580,715,46.25087376,832,1471,2686,110.7558273,4376,7001,9029,336.549013,11383,18148,30915,33049,33466,10440.75709
2017-07-06 19:30:00+00:00,6171.597778,900,47977,11999.05788,82,6.152519809,441,582,715,46.67413493,768,1155,1774,81.21753446,3106,4889,7784,284.7781334,8924,13662,21252,30566,32918,9096.092677
2017-07-06 19:45:00+00:00,4984.648889,900,34914,13516.03348,296,19.28947641,449,564,663,47.00902598,715,880,1266,69.34117766,2603,4376,5716,250.2587718,8115,9178,15180,24288,31878,7567.116709
2017-07-06 20:00:00+00:00,4257.314444,900,36102,6427.260858,184,16.18529407,393,558,648,44.83407944,715,811,1091,62.34726733,1921,3791,4499,185.8231105,6187,8476,9711,22336,31878,7007.839227
2017-07-06 20:15:00+00:00,5344.087778,900,42504,13639.65858,191,18.53799318,476,641,715,47.28700869,769,1034,1473,76.38026698,2604,4376,6752,270.5261983,8702,10097,15418,25684,32470,8053.135532
2017-07-06 20:30:00+00:00,4097.96,900,45090,13437.33953,184,20.23246082,448,672,715,43.95873036,761,1034,1184,62.80019171,1614,2792,4094,164.226497,6072,8386,9928,19833,31060,6694.12035
2017-07-06 20:45:00+00:00,4638.905556,900,42148,12287.24396,101,6.529318418,382,558,614,37.8527415,715,950,1171,60.0493157,1721,3397,4306,165.2568845,6796,9324,10623,27779,32780,7896.494383
2017-07-06 21:00:00+00:00,5644.682222,900,47058,9620.66268,171,17.95272768,443,635,635,48.36036046,760,1163,1800,89.66458565,3748,5930,7137,292.0924684,8995,10626,17118,24288,32432,7948.815308
2017-07-06 21:15:00+00:00,5504.104444,900,38740,11620.5877,171,17.78445793,311,474,536,33.72259397,632,1050,1705,74.87654028,3288,5261,6979,268.1074425,8242,10134,16399,26730,33086,8097.679152
2017-07-06 21:30:00+00:00,6822.928889,900,40413,11206.57419,171,21.84364052,380,546,754,45.53220398,989,1549,3266,124.5811649,4547,6953,8040,307.126745,9770,13331,22336,32021,33278,9292.933667
2017-07-06 21:45:00+00:00,4446.904444,900,66132,12293.60604,171,27.40105655,353,484,540,49.32682094,602,932,1470,69.25025891,2178,4378,5245,216.2742024,6967,8463,11038,19544,27661,6959.189397
2017-07-06 22:00:00+00:00,8987.651111,900,33807,7300.063177,171,23.47431939,366,536,561,50.57860512,738,1473,3194,135.976879,5824,9019,18216,1207.538877,23573,25334,28132,30579,32108,10943.6064
2017-07-06 22:15:00+00:00,22151.49889,900,34412,8295.180962,3815,172.5650789,7982,12058,12969,806.020241,20156,23701,25078,2684.082434,26116,27733,28692,3461.198778,29447,30645,31648,32415,33262,8634.984586
2017-07-06 22:30:00+00:00,10795.56889,900,37950,12776.37258,444,51.89652951,6243,6275,6307,310.9724534,6323,7918,9686,399.2410075,12486,12582,12614,481.9882867,12646,12908,17269,23274,29283,5713.66659
2017-07-06 22:45:00+00:00,5099.226667,900,33396,3039.245768,248,38.40200953,686,2395,3909,137.4278556,4114,4118,4121,195.2916558,4122,4271,4376,297.0018029,5245,7872,9106,16946,22973,4890.623085
2017-07-06 23:00:00+00:00,7811.434444,900,33828,5799.343005,248,28.34569793,811,4114,4117,144.1108455,4119,4122,4124,261.3465965,4894,7576,8862,470.8967353,12144,15413,19488,26361,31662,7656.328701
2017-07-06 23:15:00+00:00,5153.912222,900,33951,7310.521527,86,5.026199757,443,635,960,50.44745741,1549,4114,4119,170.1736258,4121,4122,4554,291.9461714,6796,8429,9928,19344,29397,6156.558867
2017-07-06 23:30:00+00:00,4874.726667,900,42574,13251.4322,64,2.022845521,217,374,466,27.01745688,538,722,983,48.24764944,1497,3704,4618,169.647172,6944,9178,14880,31878,33567,8635.513563
2017-07-06 23:45:00+00:00,7650.858889,900,41864,12206.50569,171,17.58098333,303,498,594,44.44835655,742,1246,2673,105.600171,4554,8505,10284,456.7879861,12800,18216,27033,34034,34914,10470.86172
2017-07-07 00:00:00+00:00,11581.76111,900,40986,12818.0879,171,26.07572647,328,502,594,42.71182364,761,1473,3727,129.2047522,7456,19544,30175,2837.145249,31878,33396,33396,33396,33640,13698.34364
2017-07-07 00:15:00+00:00,3127.074444,900,34914,13943.70624,171,25.12278735,300,342,374,33.80898636,427,561,747,43.82686957,1266,1785,3125,118.7325753,4141,5272,9196,11866,30188,5894.177155
2017-07-07 00:30:00+00:00,4144.478889,900,35511,14025.31748,171,25.21803569,213,346,382,31.29011536,463,587,968,47.70069156,1473,3180,4513,169.9044796,5822,8657,10105,25128,32288,7394.816242
2017-07-07 00:45:00+00:00,2286.5,900,38187,11979.89177,171,25.62432469,201,342,364,31.00733945,374,486,561,42.06592777,848,1473,1705,75.73565184,2606,4376,6796,8816,14880,4776.423798
2017-07-07 01:00:00+00:00,2926.811111,900,32215,3334.989374,171,19.37562551,173,255,335,25.04526111,374,474,670,35.07699183,1111,1780,2727,110.0778757,4554,6590,8710,13163,21252,5173.638114
2017-07-07 01:15:00+00:00,3735.444693,895,40298,11477.58985,64,2.022845521,171,241,314,17.89046215,380,561,758,34.72847195,1184,1800,3296,124.4114162,4661,8195,9048,20940,33396,7339.128328
2017-07-07 01:30:00+00:00,1988.985377,889,33444,13982.36645,64,2.022845521,109,171,202,9.38910427,220,358,474,18.20328937,558,985,1405,53.05528851,1716,3432,7828,8447,15180,4380.284544
2017-07-07 01:45:00+00:00,4253.877528,890,34914,13253.21897,64,2.022845521,144,203,277,12.47699768,346,462,563,25.08240587,1041,1549,3518,127.0394314,6458,7718,12738,31644,33396,8408.499685
2017-07-07 02:00:00+00:00,2760.661781,887,34218,6389.436144,64,2.022845521,156,210,287,13.29400433,382,486,785,35.37946296,1179,1454,1551,63.95287549,2344,4376,7808,10214,31878,6091.659395
2017-07-07 02:15:00+00:00,5766.453631,895,37030,10335.81924,64,2.022845521,133,203,257,12.14488715,356,468,620,31.61953445,1473,4704,7676,251.6787214,8194,14731,22770,31878,33378,9490.985161
2017-07-07 02:30:00+00:00,861.5298602,787,9928,410.0303774,64,2.022845521,64,101,154,5.29687068,163,201,243,10.61775475,382,462,462,16.57564234,474,474,1491,7111,7537,1880.117206
2017-07-07 02:45:00+00:00,825.7208388,763,7479,245.8434278,64,2.022845521,64,64,136,4.748894608,156,191,223,10.03204785,382,450,450,15.89422423,474,474,1497,6835,7135,1788.262172
2017-07-07 03:00:00+00:00,858.6365979,776,7295,235.4098721,64,2.022845521,64,90,154,5.269200698,170,201,303,11.30002792,382,450,474,16.97123673,486,730,1483,6674,7131,1794.267511
2017-07-07 03:15:00+00:00,817.7777778,774,7036,230.5674349,64,2.022845521,64,64,154,5.269200698,166,201,288,10.94760686,382,450,486,16.41550864,486,626,1483,6312,6627,1680.603633
2017-07-07 03:30:00+00:00,818.8604651,774,25806,2819.838607,64,2.022845521,64,94,154,5.327404997,170,208,303,11.99664803,382,450,486,17.53639689,486,726,1522,5968,6351,1808.900376
2017-07-07 03:45:00+00:00,819.9910256,780,6728,262.9184899,64,2.022845521,64,154,163,5.591829665,170,201,288,11.56741216,382,450,474,17.08950508,486,731,1522,6301,6506,1649.081068
2017-07-07 04:00:00+00:00,843.077821,771,11036,622.0397225,64,2.022845521,64,99,156,5.591829665,170,213,303,11.6957308,382,450,486,16.99696432,486,670,1444,6544,6784,1750.345432
2017-07-07 04:15:00+00:00,807.047619,756,7000,229.337977,64,2.022845521,64,101,154,5.269200698,166,201,277,10.54782968,358,450,450,16.03015359,486,486,1091,6329,6744,1693.018757
2017-07-07 04:30:00+00:00,780.5371353,754,6679,222.6315067,64,2.022845521,64,94,154,5.269200698,163,201,220,10.03204785,358,450,450,15.93640562,486,486,1483,6050,6365,1618.568807
2017-07-07 04:45:00+00:00,812.8715596,763,7051,246.0601699,64,2.022845521,64,64,154,5.269200698,165,201,233,10.39636937,382,450,450,16.32225168,486,486,1486,6607,6821,1730.052294
2017-07-07 05:00:00+00:00,788.9959786,746,6839,307.3884119,64,2.022845521,64,64,154,5.246755569,166,201,220,10.29895873,358,450,450,15.91070831,486,486,1381,6478,6730,1676.539397
2017-07-07 05:15:00+00:00,792.3243607,743,6933,310.6471888,64,2.022845521,64,64,154,5.215148608,163,201,217,9.576909261,382,450,450,15.62085158,486,486,1091,6478,6770,1697.549068
2017-07-07 05:30:00+00:00,808.592,750,6732,302.5137954,64,2.022845521,64,64,154,5.269200698,163,201,220,10.03204785,356,450,463,16.35039278,486,486,1651,6479,6598,1687.818165
2017-07-07 05:45:00+00:00,800.0146082,753,6736,243.4522252,64,2.022845521,64,64,154,5.269200698,156,201,220,9.894586348,356,450,450,16.03015359,486,486,1091,6466,6597,1710.836485
2017-07-07 06:00:00+00:00,787.1801567,766,6637,220.5383557,64,2.022845521,64,64,154,5.269200698,165,201,233,10.03204785,377,450,450,15.99567989,486,486,1091,6372,6515,1658.201205
2017-07-07 06:15:00+00:00,800.900266,752,6666,234.9959584,64,2.022845521,64,90,154,5.269200698,163,201,220,9.786230684,356,450,450,15.75131864,486,486,1522,6342,6513,1671.964958
2017-07-07 06:30:00+00:00,786.4143791,765,6749,229.6684477,64,2.022845521,64,70,154,5.269200698,163,201,220,10.03204785,377,450,450,16.17033284,486,486,1091,6361,6670,1666.100422
2017-07-07 06:45:00+00:00,827.9185581,749,6924,249.8115224,64,2.022845521,64,94,154,5.269200698,163,201,233,10.92472238,382,450,463,15.69986545,486,486,1483,6622,6754,1747.974104
2017-07-07 07:00:00+00:00,813.3112583,755,6761,221.6224479,64,2.022845521,64,94,154,5.269200698,166,201,223,10.46876072,377,450,450,16.10907819,486,486,1483,6549,6709,1714.176665
2017-07-07 07:15:00+00:00,790.776738,748,6788,223.2667183,64,2.022845521,64,90,154,5.269200698,166,201,257,10.89307482,382,450,463,16.23306453,486,486,1522,5827,6654,1617.711501
2017-07-07 07:30:00+00:00,782.2034574,752,6854,225.3555826,64,2.022845521,64,94,154,5.269200698,163,201,220,9.979498184,377,450,450,16.12823103,486,486,1522,6049,6770,1637.020491
2017-07-07 07:45:00+00:00,823.0468541,747,6801,227.2632689,64,2.022845521,64,64,154,5.246755569,163,201,233,10.40148408,358,450,450,16.03586527,486,486,1651,6454,6624,1722.811995
2017-07-07 08:00:00+00:00,813.8313413,753,6951,237.3418332,64,2.022845521,64,64,154,5.246755569,156,201,277,10.91535794,382,450,450,16.25206338,486,486,1318,6618,6697,1725.40485
2017-07-07 08:15:00+00:00,802.2715054,744,6954,225.5291237,64,2.022845521,64,64,154,4.867472034,154,201,220,10.03204785,356,450,450,16.22735025,486,486,1651,6232,6461,1679.735694
2017-07-07 08:30:00+00:00,815.4099462,744,6817,220.563663,64,2.022845521,64,64,154,5.246755569,156,201,277,10.22805353,382,450,450,16.30329341,486,486,1522,6342,6506,1695.168204
2017-07-07 08:45:00+00:00,825.8178191,752,7004,233.7185225,64,2.022845521,64,64,136,4.867472034,154,201,277,10.68315291,382,450,462,16.22613743,474,474,1522,6554,6810,1736.710565
2017-07-07 09:00:00+00:00,804.8368421,760,7293,237.2436811,64,2.022845521,64,64,154,5.269200698,165,201,257,10.9360086,358,450,462,15.85674844,474,474,1483,6250,7003,1715.437845
2017-07-07 09:15:00+00:00,805.8179384,747,7181,234.6180084,64,2.022845521,64,64,140,4.867472034,156,197,233,10.02067862,382,450,450,15.86891301,474,474,1497,6428,6736,1694.009488
2017-07-07 09:30:00+00:00,785.4844961,774,7250,236.1125452,64,2.022845521,64,64,64,2.859303412,154,179,219,9.849292157,356,450,450,15.70253941,474,474,1473,6493,6795,1704.519917
2017-07-07 09:45:00+00:00,770.1757106,774,6665,218.0770028,64,2.022845521,64,64,64,2.859303412,154,179,220,9.601037236,351,450,450,15.11563945,474,474,1491,6190,6550,1642.572196
2017-07-07 10:00:00+00:00,763.989704,777,6810,220.8889425,64,2.022845521,64,64,96,4.298546731,154,179,220,9.786230684,351,450,450,15.70576646,474,474,1091,6138,6448,1630.040208
2017-07-07 10:15:00+00:00,791.4875164,761,6961,226.3822048,64,2.022845521,64,64,136,4.481008369,154,179,277,10.9360086,358,450,450,15.65138,474,474,1444,6371,6569,1672.865911
2017-07-07 10:30:00+00:00,789.3623377,770,7010,241.689222,64,2.022845521,64,64,136,4.867472034,154,198,277,10.73853579,382,450,450,15.98445467,474,474,1483,6463,6698,1661.217143
2017-07-07 10:45:00+00:00,772.9793814,776,7001,228.7459494,64,2.022845521,64,64,154,4.867472034,154,179,220,9.786230684,358,450,450,15.75131864,474,474,1147,6147,6800,1652.657417
2017-07-07 11:00:00+00:00,775.7098845,779,6924,226.4159159,64,2.022845521,64,64,154,4.867472034,163,187,257,10.03204785,356,450,450,15.50711566,474,474,1383,6051,6774,1638.280631
2017-07-07 11:15:00+00:00,786.7894057,774,6789,233.322189,64,2.022845521,64,64,154,4.867472034,156,179,220,10.03204785,356,450,450,15.62357113,474,474,1444,6497,6643,1688.177262
2017-07-07 11:30:00+00:00,787.4300518,772,7001,226.3571267,64,2.022845521,64,64,154,4.867472034,156,179,233,9.865794443,356,450,450,15.69986545,474,474,1483,6374,6707,1674.373091
2017-07-07 11:45:00+00:00,776.7941176,782,7029,240.9524493,64,2.022845521,64,64,128,4.748894608,154,170,216,9.576909261,346,450,450,15.45097664,474,474,1444,6327,6654,1670.177793
2017-07-07 12:00:00+00:00,803.3529412,765,7116,231.8131851,64,2.022845521,64,86,154,4.867472034,163,192,257,10.23080525,356,450,450,15.69986545,474,474,1497,6207,6937,1696.970009
2017-07-07 12:15:00+00:00,790.6393229,768,7198,243.8484367,64,2.022845521,64,64,136,4.867472034,154,179,257,9.990757679,356,450,450,15.28690943,474,474,1444,6193,6951,1693.549584
2017-07-07 12:30:00+00:00,780.5923077,780,7004,228.3810273,64,2.022845521,64,64,154,4.867472034,156,179,220,9.828855478,346,450,450,15.45810907,474,474,1115,6509,6727,1691.13173
2017-07-07 12:45:00+00:00,804.2116402,756,6986,237.4670356,64,2.022845521,64,64,99,4.408702303,154,176,220,9.786230684,356,450,450,15.68848211,474,474,1522,6638,6807,1730.032245
2017-07-07 13:00:00+00:00,782.4753886,772,6789,225.1071218,64,2.022845521,64,64,154,4.867472034,163,201,277,11.11952787,358,450,450,15.58203774,474,474,1495,6288,6488,1654.199863
2017-07-07 13:15:00+00:00,793.7567917,773,7084,228.8020785,64,2.022845521,64,64,154,5.269200698,166,201,298,10.73853579,382,450,450,15.86988028,486,486,1495,6116,6789,1658.894929
2017-07-07 13:30:00+00:00,813.122739,774,7164,239.3581827,64,2.022845521,64,64,154,4.867472034,156,193,220,10.03204785,356,450,450,16.14726475,486,486,1495,6772,6990,1757.053953
2017-07-07 13:45:00+00:00,993.5487805,820,31248,1465.420683,64,2.022845521,64,120,154,5.269200698,163,201,303,11.2276494,382,462,486,17.83722804,486,886,1955,6662,6924,2287.850764
2017-07-07 14:00:00+00:00,1500.390643,855,28842,1851.803775,64,2.022845521,70,156,179,7.344588144,201,247,374,14.44809178,462,498,546,24.53952722,881,1855,5272,7167,12144,3454.443688
2017-07-07 14:15:00+00:00,13012.36384,885,36432,5105.939412,64,2.022845521,140,217,303,13.86664974,384,491,1933,124.6634957,12144,31878,31878,3148.856712,33396,33396,33396,33396,33526,14820.5727
2017-07-07 14:30:00+00:00,1938.987443,876,39468,2923.008487,64,2.022845521,70,163,179,8.666218553,205,303,382,15.4915945,450,536,713,26.45162677,1090,2816,6337,9108,17847,4867.533608
2017-07-07 14:45:00+00:00,1158.11543,849,29837,2168.586148,64,2.022845521,64,140,157,6.148461921,179,239,382,14.68776767,450,494,712,24.09206168,713,1518,3707,6676,7111,2560.946971
2017-07-07 15:00:00+00:00,1006.391667,840,15238,593.2713323,64,2.022845521,64,154,166,6.665341327,192,277,382,14.54546472,450,486,700,23.29043581,713,1269,2785,6519,7034,1972.144749
2017-07-07 15:15:00+00:00,3472.570447,873,36432,13195.4754,64,2.022845521,110,179,205,9.329482515,239,382,486,18.15287735,783,3678,4464,193.9265912,5817,6768,9031,17459,30360,6449.385612
2017-07-07 15:30:00+00:00,3983.972067,895,34914,13366.83578,64,2.022845521,150,205,256,13.82651135,303,409,486,23.2541633,754,3108,4336,204.6972816,6408,7405,13021,22944,32385,7459.422832
2017-07-07 15:45:00+00:00,6593.552339,898,34914,14561.21888,64,2.022845521,192,303,382,16.8274685,462,527,1313,56.37278081,4306,7469,9108,459.1157826,12144,15180,21313,31884,33396,9406.264408
2017-07-07 16:00:00+00:00,3692.394855,894,34468,12526.2395,64,2.022845521,128,192,219,10.23080525,257,382,498,19.82810127,789,3173,4365,170.7848983,6072,7409,9994,18491,31884,6937.438954
